Original_Index,Noisy_Label,Noisy_Class,Suggested_Label,Suggested_Class,Confidence_Score,Action_Pruned_Models,Action_Corrected_Models
12235,6,frog,5,dog,0.739014983,REMOVED,FIXED → Suggested_Class
21805,0,airplane,4,deer,0.73905921,REMOVED,FIXED → Suggested_Class
19284,4,deer,6,frog,0.739176571,REMOVED,FIXED → Suggested_Class
43836,5,dog,4,deer,0.739302337,REMOVED,FIXED → Suggested_Class
10506,3,cat,2,bird,0.739337146,REMOVED,FIXED → Suggested_Class
32895,6,frog,5,dog,0.739608526,REMOVED,FIXED → Suggested_Class
41917,5,dog,3,cat,0.739662647,REMOVED,FIXED → Suggested_Class
6847,5,dog,3,cat,0.73971796,REMOVED,FIXED → Suggested_Class
36785,2,bird,0,airplane,0.739803553,REMOVED,FIXED → Suggested_Class
16946,5,dog,6,frog,0.739825189,REMOVED,FIXED → Suggested_Class
8822,3,cat,5,dog,0.739943624,REMOVED,FIXED → Suggested_Class
2488,4,deer,2,bird,0.73994863,REMOVED,FIXED → Suggested_Class
3813,3,cat,5,dog,0.739957988,REMOVED,FIXED → Suggested_Class
6476,6,frog,5,dog,0.740059912,REMOVED,FIXED → Suggested_Class
8843,2,bird,0,airplane,0.740102291,REMOVED,FIXED → Suggested_Class
26125,5,dog,4,deer,0.740192413,REMOVED,FIXED → Suggested_Class
9764,6,frog,5,dog,0.740250528,REMOVED,FIXED → Suggested_Class
2069,4,deer,2,bird,0.740296066,REMOVED,FIXED → Suggested_Class
25812,3,cat,5,dog,0.740357161,REMOVED,FIXED → Suggested_Class
31410,2,bird,6,frog,0.740493357,REMOVED,FIXED → Suggested_Class
16308,3,cat,6,frog,0.740558147,REMOVED,FIXED → Suggested_Class
70,6,frog,5,dog,0.74063319,REMOVED,FIXED → Suggested_Class
30181,2,bird,6,frog,0.740791678,REMOVED,FIXED → Suggested_Class
34757,5,dog,6,frog,0.740889788,REMOVED,FIXED → Suggested_Class
41175,5,dog,6,frog,0.741038084,REMOVED,FIXED → Suggested_Class
46541,2,bird,4,deer,0.741041839,REMOVED,FIXED → Suggested_Class
46563,2,bird,0,airplane,0.741089106,REMOVED,FIXED → Suggested_Class
17098,3,cat,5,dog,0.741152346,REMOVED,FIXED → Suggested_Class
29135,0,airplane,2,bird,0.741249084,REMOVED,FIXED → Suggested_Class
19176,6,frog,5,dog,0.741305709,REMOVED,FIXED → Suggested_Class
3030,4,deer,6,frog,0.74131155,REMOVED,FIXED → Suggested_Class
29150,0,airplane,2,bird,0.741388023,REMOVED,FIXED → Suggested_Class
31146,3,cat,5,dog,0.741568863,REMOVED,FIXED → Suggested_Class
14583,2,bird,0,airplane,0.741807401,REMOVED,FIXED → Suggested_Class
23146,5,dog,6,frog,0.741832614,REMOVED,FIXED → Suggested_Class
38311,2,bird,4,deer,0.741905332,REMOVED,FIXED → Suggested_Class
7397,2,bird,6,frog,0.741930842,REMOVED,FIXED → Suggested_Class
46546,6,frog,5,dog,0.741949141,REMOVED,FIXED → Suggested_Class
13469,4,deer,5,dog,0.742000759,REMOVED,FIXED → Suggested_Class
48287,2,bird,0,airplane,0.742005408,REMOVED,FIXED → Suggested_Class
17768,5,dog,3,cat,0.742049396,REMOVED,FIXED → Suggested_Class
32306,8,ship,3,cat,0.742170274,REMOVED,FIXED → Suggested_Class
47059,5,dog,6,frog,0.742193997,REMOVED,FIXED → Suggested_Class
5624,4,deer,6,frog,0.742236674,REMOVED,FIXED → Suggested_Class
44732,2,bird,0,airplane,0.742271066,REMOVED,FIXED → Suggested_Class
8076,7,horse,6,frog,0.74231863,REMOVED,FIXED → Suggested_Class
23136,3,cat,7,horse,0.742322564,REMOVED,FIXED → Suggested_Class
16363,5,dog,6,frog,0.742457926,REMOVED,FIXED → Suggested_Class
1077,2,bird,0,airplane,0.742595911,REMOVED,FIXED → Suggested_Class
41591,0,airplane,5,dog,0.742596328,REMOVED,FIXED → Suggested_Class
23340,2,bird,0,airplane,0.742626727,REMOVED,FIXED → Suggested_Class
14911,4,deer,0,airplane,0.742672205,REMOVED,FIXED → Suggested_Class
18773,5,dog,6,frog,0.742692411,REMOVED,FIXED → Suggested_Class
48761,3,cat,5,dog,0.742715836,REMOVED,FIXED → Suggested_Class
20403,0,airplane,2,bird,0.742783129,REMOVED,FIXED → Suggested_Class
28513,3,cat,5,dog,0.742840588,REMOVED,FIXED → Suggested_Class
31002,0,airplane,3,cat,0.742862403,REMOVED,FIXED → Suggested_Class
24914,5,dog,6,frog,0.742864549,REMOVED,FIXED → Suggested_Class
26860,4,deer,0,airplane,0.742876351,REMOVED,FIXED → Suggested_Class
7689,3,cat,6,frog,0.742921531,REMOVED,FIXED → Suggested_Class
29836,6,frog,5,dog,0.743054807,REMOVED,FIXED → Suggested_Class
17321,5,dog,3,cat,0.743118167,REMOVED,FIXED → Suggested_Class
33964,5,dog,3,cat,0.743235826,REMOVED,FIXED → Suggested_Class
47773,6,frog,5,dog,0.743324161,REMOVED,FIXED → Suggested_Class
47942,3,cat,6,frog,0.7433514,REMOVED,FIXED → Suggested_Class
29386,5,dog,6,frog,0.743396878,REMOVED,FIXED → Suggested_Class
49790,3,cat,5,dog,0.743680418,REMOVED,FIXED → Suggested_Class
48796,4,deer,3,cat,0.743842185,REMOVED,FIXED → Suggested_Class
42418,4,deer,2,bird,0.744055808,REMOVED,FIXED → Suggested_Class
47008,3,cat,5,dog,0.744172871,REMOVED,FIXED → Suggested_Class
41101,4,deer,5,dog,0.744225442,REMOVED,FIXED → Suggested_Class
7469,3,cat,0,airplane,0.744241357,REMOVED,FIXED → Suggested_Class
24309,6,frog,5,dog,0.744267881,REMOVED,FIXED → Suggested_Class
35448,0,airplane,2,bird,0.744324148,REMOVED,FIXED → Suggested_Class
38806,2,bird,0,airplane,0.744340062,REMOVED,FIXED → Suggested_Class
49450,0,airplane,2,bird,0.744423687,REMOVED,FIXED → Suggested_Class
48207,6,frog,5,dog,0.744451821,REMOVED,FIXED → Suggested_Class
47909,4,deer,0,airplane,0.744452775,REMOVED,FIXED → Suggested_Class
24885,0,airplane,6,frog,0.744520366,REMOVED,FIXED → Suggested_Class
8676,0,airplane,2,bird,0.74464637,REMOVED,FIXED → Suggested_Class
5036,6,frog,5,dog,0.744703472,REMOVED,FIXED → Suggested_Class
19538,9,truck,5,dog,0.744740486,REMOVED,FIXED → Suggested_Class
12571,5,dog,6,frog,0.744781733,REMOVED,FIXED → Suggested_Class
1444,0,airplane,2,bird,0.745001972,REMOVED,FIXED → Suggested_Class
3920,7,horse,5,dog,0.745034158,REMOVED,FIXED → Suggested_Class
25003,4,deer,3,cat,0.745057464,REMOVED,FIXED → Suggested_Class
47717,5,dog,3,cat,0.745068371,REMOVED,FIXED → Suggested_Class
40828,2,bird,0,airplane,0.745173037,REMOVED,FIXED → Suggested_Class
39057,6,frog,2,bird,0.745280087,REMOVED,FIXED → Suggested_Class
13652,4,deer,0,airplane,0.745392978,REMOVED,FIXED → Suggested_Class
4836,3,cat,5,dog,0.745628417,REMOVED,FIXED → Suggested_Class
10953,1,automobile,0,airplane,0.745718539,REMOVED,FIXED → Suggested_Class
45076,4,deer,3,cat,0.745851874,REMOVED,FIXED → Suggested_Class
30965,5,dog,6,frog,0.745868981,REMOVED,FIXED → Suggested_Class
19514,5,dog,3,cat,0.745883763,REMOVED,FIXED → Suggested_Class
46506,4,deer,0,airplane,0.745906711,REMOVED,FIXED → Suggested_Class
10111,6,frog,3,cat,0.746023536,REMOVED,FIXED → Suggested_Class
42094,0,airplane,2,bird,0.746051252,REMOVED,FIXED → Suggested_Class
11699,6,frog,3,cat,0.746152759,REMOVED,FIXED → Suggested_Class
277,6,frog,5,dog,0.746356666,REMOVED,FIXED → Suggested_Class
14794,5,dog,3,cat,0.746463954,REMOVED,FIXED → Suggested_Class
23998,5,dog,3,cat,0.746493816,REMOVED,FIXED → Suggested_Class
48038,4,deer,6,frog,0.7466169,REMOVED,FIXED → Suggested_Class
35590,6,frog,7,horse,0.747290552,REMOVED,FIXED → Suggested_Class
3281,2,bird,0,airplane,0.747302771,REMOVED,FIXED → Suggested_Class
17421,0,airplane,6,frog,0.74730289,REMOVED,FIXED → Suggested_Class
28336,6,frog,5,dog,0.747331917,REMOVED,FIXED → Suggested_Class
6228,0,airplane,2,bird,0.747442007,REMOVED,FIXED → Suggested_Class
45519,6,frog,5,dog,0.747456074,REMOVED,FIXED → Suggested_Class
49466,5,dog,3,cat,0.747532904,REMOVED,FIXED → Suggested_Class
29297,2,bird,0,airplane,0.747614086,REMOVED,FIXED → Suggested_Class
35171,8,ship,0,airplane,0.747769296,REMOVED,FIXED → Suggested_Class
4197,5,dog,3,cat,0.747842371,REMOVED,FIXED → Suggested_Class
35191,0,airplane,6,frog,0.747852206,REMOVED,FIXED → Suggested_Class
27626,6,frog,0,airplane,0.74786973,REMOVED,FIXED → Suggested_Class
26215,2,bird,4,deer,0.74806267,REMOVED,FIXED → Suggested_Class
10560,7,horse,5,dog,0.748100042,REMOVED,FIXED → Suggested_Class
27090,3,cat,5,dog,0.748276711,REMOVED,FIXED → Suggested_Class
2806,5,dog,3,cat,0.748294055,REMOVED,FIXED → Suggested_Class
11831,1,automobile,6,frog,0.748339772,REMOVED,FIXED → Suggested_Class
9815,6,frog,5,dog,0.748387814,REMOVED,FIXED → Suggested_Class
8464,5,dog,6,frog,0.748555541,REMOVED,FIXED → Suggested_Class
30371,0,airplane,6,frog,0.748752594,REMOVED,FIXED → Suggested_Class
40997,6,frog,5,dog,0.748801231,REMOVED,FIXED → Suggested_Class
24714,6,frog,5,dog,0.7488029,REMOVED,FIXED → Suggested_Class
29612,2,bird,0,airplane,0.748820364,REMOVED,FIXED → Suggested_Class
41514,3,cat,5,dog,0.748925626,REMOVED,FIXED → Suggested_Class
19466,7,horse,5,dog,0.748972416,REMOVED,FIXED → Suggested_Class
3746,6,frog,4,deer,0.749081016,REMOVED,FIXED → Suggested_Class
31449,5,dog,3,cat,0.749172509,REMOVED,FIXED → Suggested_Class
27208,5,dog,3,cat,0.749455094,REMOVED,FIXED → Suggested_Class
10060,5,dog,6,frog,0.749754548,REMOVED,FIXED → Suggested_Class
22981,4,deer,0,airplane,0.749900639,REMOVED,FIXED → Suggested_Class
2668,3,cat,0,airplane,0.749952078,REMOVED,FIXED → Suggested_Class
13626,0,airplane,2,bird,0.750054002,REMOVED,FIXED → Suggested_Class
40214,6,frog,5,dog,0.750063777,REMOVED,FIXED → Suggested_Class
4122,2,bird,6,frog,0.750075579,REMOVED,FIXED → Suggested_Class
7714,2,bird,0,airplane,0.750159264,REMOVED,FIXED → Suggested_Class
32926,5,dog,6,frog,0.750207305,REMOVED,FIXED → Suggested_Class
36657,0,airplane,2,bird,0.750262618,REMOVED,FIXED → Suggested_Class
12709,9,truck,6,frog,0.750286698,REMOVED,FIXED → Suggested_Class
40994,0,airplane,2,bird,0.750317395,REMOVED,FIXED → Suggested_Class
11562,4,deer,6,frog,0.750349939,REMOVED,FIXED → Suggested_Class
34236,3,cat,5,dog,0.750385344,REMOVED,FIXED → Suggested_Class
19238,8,ship,0,airplane,0.750467122,REMOVED,FIXED → Suggested_Class
9667,5,dog,3,cat,0.750470579,REMOVED,FIXED → Suggested_Class
29757,5,dog,2,bird,0.750483572,REMOVED,FIXED → Suggested_Class
36958,5,dog,6,frog,0.750522137,REMOVED,FIXED → Suggested_Class
23360,5,dog,6,frog,0.750647426,REMOVED,FIXED → Suggested_Class
5287,1,automobile,5,dog,0.750767231,REMOVED,FIXED → Suggested_Class
9399,5,dog,6,frog,0.75083977,REMOVED,FIXED → Suggested_Class
42377,5,dog,6,frog,0.750849664,REMOVED,FIXED → Suggested_Class
22352,4,deer,6,frog,0.751013517,REMOVED,FIXED → Suggested_Class
23064,2,bird,0,airplane,0.751136959,REMOVED,FIXED → Suggested_Class
12320,7,horse,5,dog,0.751233041,REMOVED,FIXED → Suggested_Class
10692,6,frog,5,dog,0.751413405,REMOVED,FIXED → Suggested_Class
17897,3,cat,6,frog,0.751432419,REMOVED,FIXED → Suggested_Class
8179,5,dog,3,cat,0.751651108,REMOVED,FIXED → Suggested_Class
10460,6,frog,5,dog,0.751658082,REMOVED,FIXED → Suggested_Class
6259,5,dog,6,frog,0.751995265,REMOVED,FIXED → Suggested_Class
19271,6,frog,5,dog,0.752044022,REMOVED,FIXED → Suggested_Class
46709,7,horse,5,dog,0.752120793,REMOVED,FIXED → Suggested_Class
12509,0,airplane,5,dog,0.752242625,REMOVED,FIXED → Suggested_Class
7091,6,frog,3,cat,0.75239414,REMOVED,FIXED → Suggested_Class
30346,3,cat,5,dog,0.752400458,REMOVED,FIXED → Suggested_Class
8043,2,bird,0,airplane,0.752483666,REMOVED,FIXED → Suggested_Class
27511,7,horse,4,deer,0.752566397,REMOVED,FIXED → Suggested_Class
38924,5,dog,6,frog,0.752603769,REMOVED,FIXED → Suggested_Class
22711,4,deer,5,dog,0.752637923,REMOVED,FIXED → Suggested_Class
43953,5,dog,3,cat,0.752793491,REMOVED,FIXED → Suggested_Class
15216,7,horse,5,dog,0.752876043,REMOVED,FIXED → Suggested_Class
14504,5,dog,6,frog,0.75353545,REMOVED,FIXED → Suggested_Class
13707,0,airplane,3,cat,0.753592551,REMOVED,FIXED → Suggested_Class
32018,4,deer,6,frog,0.75362587,REMOVED,FIXED → Suggested_Class
33310,2,bird,0,airplane,0.753715813,REMOVED,FIXED → Suggested_Class
15944,0,airplane,2,bird,0.753740847,REMOVED,FIXED → Suggested_Class
8148,0,airplane,2,bird,0.753915071,REMOVED,FIXED → Suggested_Class
32598,6,frog,0,airplane,0.754098594,REMOVED,FIXED → Suggested_Class
10901,2,bird,0,airplane,0.754100978,REMOVED,FIXED → Suggested_Class
44953,5,dog,3,cat,0.754110515,REMOVED,FIXED → Suggested_Class
47846,2,bird,0,airplane,0.754553258,REMOVED,FIXED → Suggested_Class
34444,5,dog,6,frog,0.754855335,REMOVED,FIXED → Suggested_Class
47480,6,frog,5,dog,0.75494206,REMOVED,FIXED → Suggested_Class
30684,6,frog,0,airplane,0.755023539,REMOVED,FIXED → Suggested_Class
37734,6,frog,3,cat,0.755124152,REMOVED,FIXED → Suggested_Class
34845,1,automobile,2,bird,0.755134225,REMOVED,FIXED → Suggested_Class
37193,4,deer,7,horse,0.755325019,REMOVED,FIXED → Suggested_Class
14399,0,airplane,2,bird,0.75547564,REMOVED,FIXED → Suggested_Class
14842,2,bird,4,deer,0.755526185,REMOVED,FIXED → Suggested_Class
48857,7,horse,0,airplane,0.755678296,REMOVED,FIXED → Suggested_Class
2576,4,deer,0,airplane,0.755721033,REMOVED,FIXED → Suggested_Class
33876,3,cat,5,dog,0.75580287,REMOVED,FIXED → Suggested_Class
37696,4,deer,0,airplane,0.755900979,REMOVED,FIXED → Suggested_Class
23593,6,frog,3,cat,0.756044149,REMOVED,FIXED → Suggested_Class
18180,3,cat,5,dog,0.756056666,REMOVED,FIXED → Suggested_Class
3650,5,dog,3,cat,0.756103337,REMOVED,FIXED → Suggested_Class
16266,2,bird,0,airplane,0.756118,REMOVED,FIXED → Suggested_Class
49131,3,cat,5,dog,0.756181598,REMOVED,FIXED → Suggested_Class
48137,2,bird,0,airplane,0.756376028,REMOVED,FIXED → Suggested_Class
21356,5,dog,6,frog,0.756472588,REMOVED,FIXED → Suggested_Class
21838,4,deer,3,cat,0.756475151,REMOVED,FIXED → Suggested_Class
34736,6,frog,5,dog,0.756608307,REMOVED,FIXED → Suggested_Class
40841,2,bird,0,airplane,0.756705344,REMOVED,FIXED → Suggested_Class
18536,4,deer,0,airplane,0.756784081,REMOVED,FIXED → Suggested_Class
48841,6,frog,0,airplane,0.757253289,REMOVED,FIXED → Suggested_Class
33016,4,deer,0,airplane,0.757263064,REMOVED,FIXED → Suggested_Class
32511,6,frog,5,dog,0.757283092,REMOVED,FIXED → Suggested_Class
39446,5,dog,3,cat,0.757486165,REMOVED,FIXED → Suggested_Class
47858,6,frog,0,airplane,0.757511139,REMOVED,FIXED → Suggested_Class
14076,5,dog,6,frog,0.75752604,REMOVED,FIXED → Suggested_Class
13533,3,cat,4,deer,0.757685542,REMOVED,FIXED → Suggested_Class
40651,3,cat,5,dog,0.757692516,REMOVED,FIXED → Suggested_Class
7726,6,frog,5,dog,0.757713795,REMOVED,FIXED → Suggested_Class
38102,2,bird,4,deer,0.757872403,REMOVED,FIXED → Suggested_Class
15472,7,horse,3,cat,0.758301318,REMOVED,FIXED → Suggested_Class
5621,9,truck,0,airplane,0.758309662,REMOVED,FIXED → Suggested_Class
32850,2,bird,0,airplane,0.758424401,REMOVED,FIXED → Suggested_Class
12469,0,airplane,2,bird,0.758490443,REMOVED,FIXED → Suggested_Class
7873,5,dog,6,frog,0.758520722,REMOVED,FIXED → Suggested_Class
25543,2,bird,5,dog,0.758562326,REMOVED,FIXED → Suggested_Class
31270,6,frog,2,bird,0.758672118,REMOVED,FIXED → Suggested_Class
49231,7,horse,5,dog,0.758911729,REMOVED,FIXED → Suggested_Class
34952,5,dog,3,cat,0.758920729,REMOVED,FIXED → Suggested_Class
17117,0,airplane,2,bird,0.758945704,REMOVED,FIXED → Suggested_Class
18788,2,bird,5,dog,0.759103596,REMOVED,FIXED → Suggested_Class
39410,3,cat,5,dog,0.759124815,REMOVED,FIXED → Suggested_Class
19057,2,bird,4,deer,0.759321213,REMOVED,FIXED → Suggested_Class
36511,3,cat,6,frog,0.759345472,REMOVED,FIXED → Suggested_Class
31171,2,bird,6,frog,0.759492457,REMOVED,FIXED → Suggested_Class
5905,6,frog,5,dog,0.759612024,REMOVED,FIXED → Suggested_Class
5023,5,dog,6,frog,0.75966692,REMOVED,FIXED → Suggested_Class
12004,6,frog,5,dog,0.759672463,REMOVED,FIXED → Suggested_Class
29265,4,deer,3,cat,0.759698033,REMOVED,FIXED → Suggested_Class
36347,5,dog,4,deer,0.759699285,REMOVED,FIXED → Suggested_Class
22209,3,cat,5,dog,0.759700954,REMOVED,FIXED → Suggested_Class
34702,6,frog,5,dog,0.759816289,REMOVED,FIXED → Suggested_Class
49377,7,horse,2,bird,0.759847224,REMOVED,FIXED → Suggested_Class
38302,6,frog,5,dog,0.759881616,REMOVED,FIXED → Suggested_Class
42530,6,frog,5,dog,0.759915233,REMOVED,FIXED → Suggested_Class
34139,6,frog,5,dog,0.760054946,REMOVED,FIXED → Suggested_Class
5162,3,cat,5,dog,0.760220528,REMOVED,FIXED → Suggested_Class
8836,5,dog,6,frog,0.760234654,REMOVED,FIXED → Suggested_Class
11628,3,cat,5,dog,0.760341287,REMOVED,FIXED → Suggested_Class
24440,6,frog,5,dog,0.760341406,REMOVED,FIXED → Suggested_Class
21897,2,bird,5,dog,0.760437012,REMOVED,FIXED → Suggested_Class
28433,3,cat,5,dog,0.760452092,REMOVED,FIXED → Suggested_Class
33644,2,bird,6,frog,0.760481477,REMOVED,FIXED → Suggested_Class
36743,3,cat,5,dog,0.760605395,REMOVED,FIXED → Suggested_Class
33424,6,frog,5,dog,0.76064086,REMOVED,FIXED → Suggested_Class
19108,2,bird,0,airplane,0.760828912,REMOVED,FIXED → Suggested_Class
31295,5,dog,3,cat,0.760852218,REMOVED,FIXED → Suggested_Class
29398,6,frog,5,dog,0.760948181,REMOVED,FIXED → Suggested_Class
21354,4,deer,0,airplane,0.761046588,REMOVED,FIXED → Suggested_Class
3082,6,frog,5,dog,0.761072159,REMOVED,FIXED → Suggested_Class
41229,5,dog,0,airplane,0.761134386,REMOVED,FIXED → Suggested_Class
7153,3,cat,5,dog,0.761141121,REMOVED,FIXED → Suggested_Class
2463,8,ship,0,airplane,0.761167765,REMOVED,FIXED → Suggested_Class
34105,5,dog,3,cat,0.76116848,REMOVED,FIXED → Suggested_Class
38805,4,deer,3,cat,0.761219323,REMOVED,FIXED → Suggested_Class
42542,0,airplane,2,bird,0.761258841,REMOVED,FIXED → Suggested_Class
45473,5,dog,6,frog,0.761297822,REMOVED,FIXED → Suggested_Class
32705,0,airplane,6,frog,0.761390507,REMOVED,FIXED → Suggested_Class
49199,4,deer,5,dog,0.761610627,REMOVED,FIXED → Suggested_Class
3662,0,airplane,2,bird,0.761619925,REMOVED,FIXED → Suggested_Class
1990,2,bird,4,deer,0.761621773,REMOVED,FIXED → Suggested_Class
5601,3,cat,5,dog,0.761735141,REMOVED,FIXED → Suggested_Class
41098,6,frog,3,cat,0.761776507,REMOVED,FIXED → Suggested_Class
842,7,horse,2,bird,0.761896312,REMOVED,FIXED → Suggested_Class
48549,2,bird,4,deer,0.762128413,REMOVED,FIXED → Suggested_Class
27079,7,horse,3,cat,0.762176871,REMOVED,FIXED → Suggested_Class
33925,3,cat,5,dog,0.762313664,REMOVED,FIXED → Suggested_Class
194,2,bird,0,airplane,0.762409151,REMOVED,FIXED → Suggested_Class
23723,8,ship,0,airplane,0.762696683,REMOVED,FIXED → Suggested_Class
16427,3,cat,6,frog,0.762714148,REMOVED,FIXED → Suggested_Class
11801,9,truck,0,airplane,0.762729049,REMOVED,FIXED → Suggested_Class
32513,2,bird,0,airplane,0.76273638,REMOVED,FIXED → Suggested_Class
18,2,bird,3,cat,0.762847185,REMOVED,FIXED → Suggested_Class
32747,6,frog,5,dog,0.763097703,REMOVED,FIXED → Suggested_Class
30333,2,bird,0,airplane,0.763130426,REMOVED,FIXED → Suggested_Class
20338,3,cat,6,frog,0.763444424,REMOVED,FIXED → Suggested_Class
43762,3,cat,5,dog,0.763485968,REMOVED,FIXED → Suggested_Class
38079,6,frog,3,cat,0.763696432,REMOVED,FIXED → Suggested_Class
1658,5,dog,3,cat,0.763742328,REMOVED,FIXED → Suggested_Class
43981,3,cat,5,dog,0.763783574,REMOVED,FIXED → Suggested_Class
775,2,bird,6,frog,0.763957262,REMOVED,FIXED → Suggested_Class
22473,6,frog,5,dog,0.763966858,REMOVED,FIXED → Suggested_Class
24773,2,bird,0,airplane,0.764066875,REMOVED,FIXED → Suggested_Class
26770,3,cat,6,frog,0.764068305,REMOVED,FIXED → Suggested_Class
20184,3,cat,6,frog,0.764205635,REMOVED,FIXED → Suggested_Class
30573,3,cat,6,frog,0.764297187,REMOVED,FIXED → Suggested_Class
3801,3,cat,6,frog,0.764310122,REMOVED,FIXED → Suggested_Class
40835,4,deer,6,frog,0.764838576,REMOVED,FIXED → Suggested_Class
29132,6,frog,5,dog,0.764926493,REMOVED,FIXED → Suggested_Class
6596,5,dog,3,cat,0.764960885,REMOVED,FIXED → Suggested_Class
34111,5,dog,6,frog,0.765246809,REMOVED,FIXED → Suggested_Class
6184,6,frog,3,cat,0.765267909,REMOVED,FIXED → Suggested_Class
48019,5,dog,3,cat,0.765475452,REMOVED,FIXED → Suggested_Class
20615,6,frog,5,dog,0.765574694,REMOVED,FIXED → Suggested_Class
3592,7,horse,5,dog,0.765591919,REMOVED,FIXED → Suggested_Class
17410,5,dog,3,cat,0.765643716,REMOVED,FIXED → Suggested_Class
19209,6,frog,4,deer,0.765721262,REMOVED,FIXED → Suggested_Class
11826,6,frog,3,cat,0.765828967,REMOVED,FIXED → Suggested_Class
28536,5,dog,2,bird,0.765869319,REMOVED,FIXED → Suggested_Class
48010,6,frog,5,dog,0.766091466,REMOVED,FIXED → Suggested_Class
46125,2,bird,6,frog,0.766123474,REMOVED,FIXED → Suggested_Class
4920,6,frog,5,dog,0.766215742,REMOVED,FIXED → Suggested_Class
15996,5,dog,3,cat,0.766247809,REMOVED,FIXED → Suggested_Class
12015,6,frog,5,dog,0.766270041,REMOVED,FIXED → Suggested_Class
14032,3,cat,5,dog,0.766383648,REMOVED,FIXED → Suggested_Class
23880,7,horse,5,dog,0.766399562,REMOVED,FIXED → Suggested_Class
8285,3,cat,5,dog,0.76670754,REMOVED,FIXED → Suggested_Class
1719,5,dog,6,frog,0.766723692,REMOVED,FIXED → Suggested_Class
15417,3,cat,5,dog,0.766852319,REMOVED,FIXED → Suggested_Class
17064,2,bird,5,dog,0.767016351,REMOVED,FIXED → Suggested_Class
1286,3,cat,5,dog,0.7670874,REMOVED,FIXED → Suggested_Class
42472,0,airplane,2,bird,0.767230153,REMOVED,FIXED → Suggested_Class
40852,3,cat,6,frog,0.767343938,REMOVED,FIXED → Suggested_Class
39954,6,frog,3,cat,0.767401516,REMOVED,FIXED → Suggested_Class
29361,4,deer,5,dog,0.767513514,REMOVED,FIXED → Suggested_Class
31169,2,bird,6,frog,0.767599046,REMOVED,FIXED → Suggested_Class
47782,8,ship,0,airplane,0.767737806,REMOVED,FIXED → Suggested_Class
28479,0,airplane,2,bird,0.767738998,REMOVED,FIXED → Suggested_Class
2784,0,airplane,5,dog,0.767795801,REMOVED,FIXED → Suggested_Class
19950,2,bird,0,airplane,0.767800748,REMOVED,FIXED → Suggested_Class
32118,5,dog,0,airplane,0.768006444,REMOVED,FIXED → Suggested_Class
4072,3,cat,5,dog,0.768016994,REMOVED,FIXED → Suggested_Class
25591,0,airplane,2,bird,0.7680251,REMOVED,FIXED → Suggested_Class
29358,5,dog,6,frog,0.768040478,REMOVED,FIXED → Suggested_Class
33677,2,bird,0,airplane,0.768058419,REMOVED,FIXED → Suggested_Class
45662,0,airplane,4,deer,0.768088162,REMOVED,FIXED → Suggested_Class
29021,5,dog,0,airplane,0.768252313,REMOVED,FIXED → Suggested_Class
49550,6,frog,5,dog,0.768403411,REMOVED,FIXED → Suggested_Class
27860,4,deer,5,dog,0.76843363,REMOVED,FIXED → Suggested_Class
24074,2,bird,4,deer,0.768512011,REMOVED,FIXED → Suggested_Class
16154,3,cat,5,dog,0.768593013,REMOVED,FIXED → Suggested_Class
8455,8,ship,0,airplane,0.768692136,REMOVED,FIXED → Suggested_Class
48383,6,frog,5,dog,0.768865585,REMOVED,FIXED → Suggested_Class
36186,0,airplane,2,bird,0.7690714,REMOVED,FIXED → Suggested_Class
4973,4,deer,7,horse,0.769099951,REMOVED,FIXED → Suggested_Class
19610,6,frog,5,dog,0.769148886,REMOVED,FIXED → Suggested_Class
11578,3,cat,5,dog,0.769171476,REMOVED,FIXED → Suggested_Class
48951,2,bird,4,deer,0.769179106,REMOVED,FIXED → Suggested_Class
1164,5,dog,3,cat,0.769218862,REMOVED,FIXED → Suggested_Class
49561,1,automobile,5,dog,0.769299269,REMOVED,FIXED → Suggested_Class
39706,5,dog,3,cat,0.769360125,REMOVED,FIXED → Suggested_Class
28090,6,frog,5,dog,0.769415557,REMOVED,FIXED → Suggested_Class
28933,2,bird,6,frog,0.769522965,REMOVED,FIXED → Suggested_Class
35340,6,frog,0,airplane,0.769716501,REMOVED,FIXED → Suggested_Class
45074,0,airplane,2,bird,0.769913495,REMOVED,FIXED → Suggested_Class
35986,7,horse,5,dog,0.770004272,REMOVED,FIXED → Suggested_Class
47200,2,bird,5,dog,0.770158768,REMOVED,FIXED → Suggested_Class
10217,0,airplane,2,bird,0.77027601,REMOVED,FIXED → Suggested_Class
30618,6,frog,5,dog,0.770320415,REMOVED,FIXED → Suggested_Class
19528,4,deer,7,horse,0.770444572,REMOVED,FIXED → Suggested_Class
44085,6,frog,5,dog,0.770550132,REMOVED,FIXED → Suggested_Class
13879,2,bird,0,airplane,0.770592451,REMOVED,FIXED → Suggested_Class
12141,2,bird,3,cat,0.770742714,REMOVED,FIXED → Suggested_Class
19809,5,dog,6,frog,0.770836055,REMOVED,FIXED → Suggested_Class
37669,3,cat,5,dog,0.770854354,REMOVED,FIXED → Suggested_Class
11291,3,cat,6,frog,0.77085638,REMOVED,FIXED → Suggested_Class
3110,3,cat,5,dog,0.770865262,REMOVED,FIXED → Suggested_Class
22289,6,frog,5,dog,0.771014035,REMOVED,FIXED → Suggested_Class
9060,3,cat,6,frog,0.771159947,REMOVED,FIXED → Suggested_Class
39952,0,airplane,6,frog,0.771177769,REMOVED,FIXED → Suggested_Class
